14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-20-316-019-0000,6943,S,ASHLAND,AVE,2726,16,WEST ENGLEWOOD,RS-2,69th and Ashland,"6943 S ASHLAND AVE
CHICAGO, IL
(41.767177, -87.663813)"
20-19-207-034-0000,1619,W,63RD,ST,17196,16,WEST ENGLEWOOD,C1-2,63rd/Ashland,"1619 W 63RD ST
CHICAGO, IL
(41.779463, -87.665091)"
20-19-422-010-0000,6909,S,PAULINA,ST,4234,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6909 S PAULINA ST
CHICAGO, IL
(41.767911, -87.666324)"
20-18-214-030-0000,5618,S,MARSHFIELD,,3117,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5618 S MARSHFIELD
CHICAGO, IL
(41.79189, -87.665723)"
20-18-430-034-0000,1644,W,63RD,ST,3126,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1644 W 63RD ST
CHICAGO, IL
(41.779443, -87.666024)"
20-17-123-044-0000,5756,S,RACINE,AVE,3111,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5756 S RACINE AVE
CHICAGO, IL
(41.788912, -87.654723)"
20-17-315-001-0000,6001,S,ELIZABETH,ST,3035,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6001 S ELIZABETH ST
CHICAGO, IL
(41.784925, -87.655865)"
20-20-315-016-0000,6841,S,ELIZABETH,,3114,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6841 S ELIZABETH
CHICAGO, IL
(41.769099, -87.655447)"
20-18-408-047-0000,6058,S,WINCHESTER,,3008,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6058 S WINCHESTER
CHICAGO, IL
(41.783761, -87.672808)"
20-20-314-027-0000,6818,S,ELIZABETH,,3102,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6818 S ELIZABETH
CHICAGO, IL
(41.770161, -87.655469)"
20-19-409-048-0000,6930,S,WOLCOTT,AVE,4352,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6930 S WOLCOTT AVE
CHICAGO, IL
(41.767495, -87.671168)"
20-19-222-015-0000,6543,S,PAULINA,ST,3684,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6543 S PAULINA ST
CHICAGO, IL
(41.774461, -87.666573)"
20-18-414-035-0000,1654,W,61ST,ST,3457,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"1654 W 61ST ST
CHICAGO, IL
(41.783077, -87.666409)"
20-17-119-016-0000,5739,S,BISHOP,,3119,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5739 S BISHOP
CHICAGO, IL
(41.789769, -87.660826)"
20-29-109-054-0000,7132,S,RACINE,AVE,4237,6,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7132 S RACINE AVE
CHICAGO, IL
(41.76414, -87.654112)"
20-18-428-034-0000,1750,W,63RD,ST,3124,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1750 W 63RD ST
CHICAGO, IL
(41.779451, -87.668513)"
20-19-203-034-0000,6340,S,WOOD,ST,3068,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6340 S WOOD ST
CHICAGO, IL
(41.778174, -87.669035)"
20-18-228-010-0000,5804,S,HERMITAGE,AVE,3106,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5804 S HERMITAGE AVE
CHICAGO, IL
(41.788202, -87.668062)"
20-19-112-026-0000,6408,S,HOYNE,AVE,3149,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6408 S HOYNE AVE
CHICAGO, IL
(41.777085, -87.67628)"
20-20-320-034-0000,6932,S,ADA,ST,3093,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6932 S ADA ST
CHICAGO, IL
(41.768049, -87.657827)"
20-30-205-047-0000,7114,S,PAULINA,,3080,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7114 S PAULINA
CHICAGO, IL
(41.764349, -87.666242)"
20-20-319-040-0000,6944,S,LOOMIS,BLVD,3113,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6944 S LOOMIS BLVD
CHICAGO, IL
(41.76758, -87.659055)"
20-18-214-017-0000,5643,S,PAULINA,ST,3120,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5643 S PAULINA ST
CHICAGO, IL
(41.790928, -87.666921)"
20-18-410-033-0000,6022,S,HONORE,ST,3108,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6022 S HONORE ST
CHICAGO, IL
(41.784196, -87.670391)"
20-17-328-036-0000,1420,W,63rd St,,15804,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1420 W 63rd St
CHICAGO, IL
(41.779538, -87.660397)"
20-18-410-012-0000,6029,S,WOLCOTT,,3108,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6029 S WOLCOTT
CHICAGO, IL
(41.784341, -87.67162)"
20-18-221-017-0000,5741,S,HERMITAGE,AVE,3122,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5741 S HERMITAGE AVE
CHICAGO, IL
(41.789256, -87.668088)"
20-18-427-033-0000,6238,S,WOOD,ST,3103,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6238 S WOOD ST
CHICAGO, IL
(41.779974, -87.669083)"
20-19-406-011-0000,6719,S,PAULINA,ST,3081,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6719 S PAULINA ST
CHICAGO, IL
(41.771558, -87.666471)"
20-20-329-013-0000,7033,S,ADA,ST,4138,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7033 S ADA ST
CHICAGO, IL
(41.765668, -87.657777)"
20-19-313-011-0000,6815,S,BELL,AVE,3125,16,CHICAGO LAWN,M1-1,NOT IN TIF,"6815 S BELL AVE
CHICAGO, IL
(41.769663, -87.679626)"
20-19-203-030-0000,6332,S,WOOD,ST,3062,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6332 S WOOD ST
CHICAGO, IL
(41.778452, -87.669043)"
20-17-321-018-0000,6129,S,ADA,ST,2934,16,WEST ENGLEWOOD,RT-4,NOT IN TIF,"6129 S ADA ST
CHICAGO, IL
(41.782291, -87.658279)"
20-17-127-003-0000,5805,S,BISHOP,,3117,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5805 S BISHOP
CHICAGO, IL
(41.788519, -87.660787)"
20-18-427-025-0000,6216,S,WOOD,ST,2979,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6216 S WOOD ST
CHICAGO, IL
(41.780563, -87.669089)"
20-17-330-004-0000,6209,S,ADA,ST,3047,16,WEST ENGLEWOOD,RT-4,NOT IN TIF,"6209 S ADA ST
CHICAGO, IL
(41.78098, -87.658256)"
20-19-105-008-0000,2103,W,63RD,ST,3239,16,WEST ENGLEWOOD,RT-4A,63rd/Ashland,"2103 W 63RD ST
CHICAGO, IL
(41.779282, -87.676564)"
20-20-102-006-0000,1441,W,63RD,ST,3123,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1441 W 63RD ST
CHICAGO, IL
(41.779533, -87.660731)"
20-17-108-016-0000,5641,S,ASHLAND,AV,2838,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5641 S ASHLAND AV
CHICAGO, IL
(41.791049, -87.664427)"
20-19-218-011-0000,6533,S,WOLCOTT,AVE,3814,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6533 S WOLCOTT AVE
CHICAGO, IL
(41.774718, -87.671347)"
20-20-314-026-0000,6814,S,ELIZABETH,ST,3101,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6814 S ELIZABETH ST
CHICAGO, IL
(41.769969, -87.655465)"
20-19-422-038-0000,6934,S,MARSHFIELD,AVE,3116,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6934 S MARSHFIELD AVE
CHICAGO, IL
(41.767334, -87.665114)"
20-19-408-042-0000,1934,W,69TH,ST,3124,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1934 W 69TH ST
CHICAGO, IL
(41.768445, -87.672566)"
20-18-427-041-0000,1812,W,63RD,ST,3001,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1812 W 63RD ST
CHICAGO, IL
(41.779427, -87.669624)"
20-20-105-002-0000,1321,W,63RD,ST,3124,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood,"1321 W 63RD ST
CHICAGO, IL
(41.77957, -87.65785)"
20-17-105-024-0000,5524,S,THROOP,ST,3115,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5524 S THROOP ST
CHICAGO, IL
(41.793052, -87.657275)"
20-17-321-034-0000,6120,S,THROOP,ST,2930,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6120 S THROOP ST
CHICAGO, IL
(41.782541, -87.657131)"
20-20-107-018-0000,6334,S,RACINE,AVE,9330,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood,"6334 S RACINE AVE
CHICAGO, IL
(41.778887, -87.654501)"
20-20-303-011-0000,6717,S,BISHOP,ST,3103,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6717 S BISHOP ST
CHICAGO, IL
(41.771645, -87.66039)"
20-20-309-024-0000,6812,S,LAFLIN,ST,3127,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6812 S LAFLIN ST
CHICAGO, IL
(41.769939, -87.661556)"
20-17-110-048-0000,5656,S,BISHOP,,2959,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5656 S BISHOP
CHICAGO, IL
(41.791255, -87.660863)"
20-19-204-012-0000,6331,S,WOOD,ST,3097,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6331 S WOOD ST
CHICAGO, IL
(41.778571, -87.669047)"
20-17-123-040-0000,5746,S,RACINE,AVE,3112,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5746 S RACINE AVE
CHICAGO, IL
(41.789163, -87.654732)"
20-20-102-037-0000,6340,S,BISHOP,,3117,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6340 S BISHOP
CHICAGO, IL
(41.77849, -87.660575)"
20-19-416-014-0000,6957,S,DAMEN,AVE,5760,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6957 S DAMEN AVE
CHICAGO, IL
(41.766677, -87.673578)"
20-20-408-009-0000,6821,S,RACINE,AVE,3123,16,ENGLEWOOD,RS-3,NOT IN TIF,"6821 S RACINE AVE
CHICAGO, IL
(41.769846, -87.654255)"
20-19-112-031-0000,6420,S,HOYNE,AVE,3148,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6420 S HOYNE AVE
CHICAGO, IL
(41.776809, -87.676272)"
20-20-111-046-0000,6456,S,LOOMIS,BLVD,3105,16,WEST ENGLEWOOD,RT-4,NOT IN TIF,"6456 S LOOMIS BLVD
CHICAGO, IL
(41.776089, -87.659278)"
20-20-109-008-0000,6419,S,JUSTINE,ST,3094,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6419 S JUSTINE ST
CHICAGO, IL
(41.77718, -87.662934)"
20-18-401-046-0000,5958,S,WOLCOTT,AVE,2892,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5958 S WOLCOTT AVE
CHICAGO, IL
(41.784943, -87.67163)"
20-17-107-030-0000,5544,S,RACINE,AVE,2794,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5544 S RACINE AVE
CHICAGO, IL
(41.792465, -87.65482)"
20-18-422-021-0000,6153,S,PAULINA,ST,3116,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6153 S PAULINA ST
CHICAGO, IL
(41.781512, -87.666661)"
20-19-415-029-0000,6816,S,ASHLAND,AVE,2723,17,WEST ENGLEWOOD,B3-2,63rd/Ashland,"6816 S ASHLAND AVE
CHICAGO, IL
(41.76977, -87.664043)"
20-17-115-025-0000,5600,S,RACINE,AVE,2954,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5600 S RACINE AVE
CHICAGO, IL
(41.792224, -87.654815)"
20-20-317-018-0000,6937,S,JUSTINE,ST,3105,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6937 S JUSTINE ST
CHICAGO, IL
(41.767458, -87.662701)"
20-19-411-040-0000,1816,W,69TH,ST,3125,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1816 W 69TH ST
CHICAGO, IL
(41.768493, -87.669482)"
20-20-306-037-0000,6744,S,ELIZABETH,ST,4654,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6744 S ELIZABETH ST
CHICAGO, IL
(41.771043, -87.655493)"
20-19-422-041-0000,6942,S,MARSHFIELD,AVE,3118,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6942 S MARSHFIELD AVE
CHICAGO, IL
(41.767042, -87.66511)"
20-19-313-008-0000,6815,S,BELL,AVE,3127,16,CHICAGO LAWN,M1-1,NOT IN TIF,"6815 S BELL AVE
CHICAGO, IL
(41.769663, -87.679626)"
20-18-425-004-0000,6211,S,WINCHESTER,AVE,3732,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6211 S WINCHESTER AVE
CHICAGO, IL
(41.780831, -87.67271)"
20-20-400-012-0000,6727,S,RACINE,AVE,2993,16,ENGLEWOOD,RS-3,NOT IN TIF,"6727 S RACINE AVE
CHICAGO, IL
(41.771491, -87.654301)"
20-19-206-033-0000,6330,S,MARSHFIELD,,3078,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6330 S MARSHFIELD
CHICAGO, IL
(41.778602, -87.665451)"
20-17-331-028-0000,6236,S,ELIZABETH,ST,3364,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6236 S ELIZABETH ST
CHICAGO, IL
(41.780265, -87.655776)"
20-17-314-030-0000,6026,S,ELIZABETH,,3114,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6026 S ELIZABETH
CHICAGO, IL
(41.784257, -87.655825)"
20-19-120-030-0000,6518,S,HOYNE,AVE,3157,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6518 S HOYNE AVE
CHICAGO, IL
(41.775054, -87.676232)"
20-20-301-012-0000,6719,S,JUSTINE,,3113,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6719 S JUSTINE
CHICAGO, IL
(41.771476, -87.662798)"
20-17-125-006-0000,5815,S,JUSTINE,ST,3074,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5815 S JUSTINE ST
CHICAGO, IL
(41.788012, -87.663188)"
20-19-203-002-0000,1819,W,63RD,ST,3522,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1819 W 63RD ST
CHICAGO, IL
(41.779333, -87.669915)"
20-18-415-011-0000,6035,S,MARSHFIELD,,3028,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6035 S MARSHFIELD
CHICAGO, IL
(41.783919, -87.665546)"
20-19-323-041-0000,6948,S,BELL,AVE,3136,17,CHICAGO LAWN,RS-2,NOT IN TIF,"6948 S BELL AVE
CHICAGO, IL
(41.767486, -87.679564)"
20-20-200-010-0000,6319,S,RACINE,AVE,3122,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6319 S RACINE AVE
CHICAGO, IL
(41.779083, -87.654507)"
20-20-327-035-0000,7044,S,LOOMIS,BLVD,3126,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7044 S LOOMIS BLVD
CHICAGO, IL
(41.765331, -87.658988)"
20-18-429-009-0000,6225,S,HERMITAGE,AVE,3105,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6225 S HERMITAGE AVE
CHICAGO, IL
(41.780508, -87.667868)"
20-19-419-003-0000,1819,W,69TH,ST,2996,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1819 W 69TH ST
CHICAGO, IL
(41.768491, -87.669575)"
20-19-230-026-0000,6620,S,MARSHFIELD,ST,3682,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6620 S MARSHFIELD ST
CHICAGO, IL
(41.77364, -87.665345)"
20-18-425-040-0000,1904,W,63RD,ST,3001,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1904 W 63RD ST
CHICAGO, IL
(41.779334, -87.672396)"
20-18-429-032-0000,6236,S,PAULINA,,3105,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6236 S PAULINA
CHICAGO, IL
(41.779977, -87.666643)"
20-18-418-018-0000,6143,S,WOLCOTT,AVE,3106,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6143 S WOLCOTT AVE
CHICAGO, IL
(41.78176, -87.671556)"
20-20-307-028-0000,6756,S,RACINE,AVE,3097,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6756 S RACINE AVE
CHICAGO, IL
(41.770704, -87.654279)"
20-19-418-007-0000,1843,W,69TH,ST,3000,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1843 W 69TH ST
CHICAGO, IL
(41.768477, -87.670444)"
20-17-115-040-0000,5640,S,RACINE,AVE,3113,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5640 S RACINE AVE
CHICAGO, IL
(41.791126, -87.654794)"
20-18-412-019-0000,6000,S,HERMITAGE,AVE,3107,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6000 S HERMITAGE AVE
CHICAGO, IL
(41.784764, -87.667988)"
20-17-116-012-0000,5737,S,ASHLAND,AVE,2836,16,WEST ENGLEWOOD,PD 1142,63rd/Ashland,"5737 S ASHLAND AVE
CHICAGO, IL
(41.789334, -87.664392)"
20-18-222-038-0000,5740,S,MARSHFIELD,AVE,3121,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5740 S MARSHFIELD AVE
CHICAGO, IL
(41.789147, -87.665664)"
20-20-108-013-0000,6435,S,ASHLAND,AVE,2823,16,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6435 S ASHLAND AVE
CHICAGO, IL
(41.77657, -87.664081)"
20-18-426-023-0000,6214,S,HONORE,ST,2981,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6214 S HONORE ST
CHICAGO, IL
(41.780618, -87.670303)"
20-17-424-013-0000,6245,S,RACINE,AVE,3110,16,ENGLEWOOD,C1-1,Englewood Neighborhood,"6245 S RACINE AVE
CHICAGO, IL
(41.780127, -87.654529)"
20-19-419-034-0000,6924,S,WOOD,ST,3111,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6924 S WOOD ST
CHICAGO, IL
(41.767688, -87.668747)"
20-18-427-011-0000,6229,S,HONORE,ST,2981,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6229 S HONORE ST
CHICAGO, IL
(41.780345, -87.670293)"
20-18-430-017-0000,6212,S,MARSHFIELD,,3116,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6212 S MARSHFIELD
CHICAGO, IL
(41.780916, -87.665485)"
20-20-315-001-0000,1215,W,68TH,ST,6198,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1215 W 68TH ST
CHICAGO, IL
(41.770506, -87.654875)"
20-19-424-041-0000,7040,S,WINCHESTER,,3102,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7040 S WINCHESTER
CHICAGO, IL
(41.765382, -87.672338)"
20-19-412-044-0000,1734,W,69TH,ST,7204,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1734 W 69TH ST
CHICAGO, IL
(41.768508, -87.667808)"
20-19-416-005-0000,6921,S,DAMEN,AVE,6200,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6921 S DAMEN AVE
CHICAGO, IL
(41.767789, -87.673601)"
20-17-310-013-0000,6035,S,LAFLIN,,3746,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6035 S LAFLIN
CHICAGO, IL
(41.784239, -87.661908)"
20-17-111-037-0000,5636,S,LOOMIS,,3123,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5636 S LOOMIS
CHICAGO, IL
(41.791642, -87.659647)"
20-17-327-034-0000,1456,W,63RD,ST,3126,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1456 W 63RD ST
CHICAGO, IL
(41.779522, -87.661507)"
20-20-301-034-0000,6726,S,LAFLIN,ST,3113,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6726 S LAFLIN ST
CHICAGO, IL
(41.771362, -87.661595)"
20-19-201-010-0000,1901,W,63,ST,3530,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1901 W 63 ST
CHICAGO, IL
(41.779307, -87.671491)"
20-18-411-009-0000,6023,S,HONORE,ST,3108,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6023 S HONORE ST
CHICAGO, IL
(41.784141, -87.670389)"
20-18-111-012-0000,5635,S,HOYNE,AVE,3995,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5635 S HOYNE AVE
CHICAGO, IL
(41.791077, -87.676667)"
20-20-102-008-0000,1433,W,63RD,ST,4108,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1433 W 63RD ST
CHICAGO, IL
(41.779535, -87.660612)"
20-18-213-014-0000,5631,S,HERMITAGE,AVE,3136,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5631 S HERMITAGE AVE
CHICAGO, IL
(41.79121, -87.668131)"
20-17-108-020-0000,5651,S,ASHLAND,AVE,2839,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5651 S ASHLAND AVE
CHICAGO, IL
(41.790763, -87.664421)"
20-20-113-027-0000,6510,S,LAFLIN,ST,3096,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6510 S LAFLIN ST
CHICAGO, IL
(41.775383, -87.66167)"
20-19-419-001-0000,1825,W,69TH,ST,3001,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1825 W 69TH ST
CHICAGO, IL
(41.768488, -87.669753)"
20-20-317-033-0000,6936,S,LAFLIN,,3105,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6936 S LAFLIN
CHICAGO, IL
(41.767921, -87.661492)"
20-18-409-014-0000,6033,S,WINCHESTER,AVE,3105,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6033 S WINCHESTER AVE
CHICAGO, IL
(41.783771, -87.672808)"
20-17-328-035-0000,6250,S,LOOMIS,BLVD,3099,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6250 S LOOMIS BLVD
CHICAGO, IL
(41.779743, -87.659385)"
20-18-400-028-0000,5916,S,WINCHESTER,AVE,3110,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5916 S WINCHESTER AVE
CHICAGO, IL
(41.786016, -87.672875)"
20-18-212-015-0000,5639,S,WOOD,,3070,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5639 S WOOD
CHICAGO, IL
(41.791524, -87.669369)"
20-19-413-043-0000,1706,W,69TH,ST,3126,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1706 W 69TH ST
CHICAGO, IL
(41.76852, -87.666703)"
20-20-316-020-0000,6945,S,ASHLAND,AVE,2728,16,WEST ENGLEWOOD,RS-2,69th and Ashland,"6945 S ASHLAND AVE
CHICAGO, IL
(41.767108, -87.663811)"
20-20-103-006-0000,1411,W,63RD,ST,3120,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1411 W 63RD ST
CHICAGO, IL
(41.779545, -87.65991)"
20-17-326-020-0000,6206,S,LAFLIN,ST,3088,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6206 S LAFLIN ST
CHICAGO, IL
(41.781091, -87.661842)"
20-19-204-028-0000,6326,S,HERMITAGE,AVE,3095,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6326 S HERMITAGE AVE
CHICAGO, IL
(41.778562, -87.667888)"
20-19-107-038-0000,6346,S,DAMEN,,3773,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6346 S DAMEN
CHICAGO, IL
(41.778252, -87.673884)"
20-19-336-013-0000,2025,W,70TH,ST,3109,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"2025 W 70TH ST
CHICAGO, IL
(41.766614, -87.674638)"
20-19-231-025-0000,6610,S,ASHLAND,AVE,27764,15,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6610 S ASHLAND AVE
CHICAGO, IL
(41.773329, -87.664139)"
20-19-336-041-0000,2014,W,70TH,PL,3110,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"2014 W 70TH PL
CHICAGO, IL
(41.765699, -87.673908)"
20-19-203-007-0000,1805,W,63RD,ST,3522,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1805 W 63RD ST
CHICAGO, IL
(41.779342, -87.669446)"
20-17-129-012-0000,5831,S,ADA,ST,19762,16,WEST ENGLEWOOD,M1-1,NOT IN TIF,"5831 S ADA ST
CHICAGO, IL
(41.787416, -87.658328)"
20-19-206-048-0000,6321,S,PAULINA,ST,3080,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6321 S PAULINA ST
CHICAGO, IL
(41.778801, -87.666684)"
20-19-107-036-0000,6340,S,DAMEN,AVE,3802,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6340 S DAMEN AVE
CHICAGO, IL
(41.778051, -87.673877)"
20-19-420-006-0000,1743,W,69TH,ST,3123,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1743 W 69TH ST
CHICAGO, IL
(41.768507, -87.668023)"
20-19-223-031-0000,6526,S,ASHLAND,AVE,3084,15,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6526 S ASHLAND AVE
CHICAGO, IL
(41.774872, -87.664186)"
20-18-215-042-0000,5656,S,ASHLAND,AVE,5694,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5656 S ASHLAND AVE
CHICAGO, IL
(41.790466, -87.664573)"
20-18-214-035-0000,5630,S,MARSHFIELD,AVE,3119,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5630 S MARSHFIELD AVE
CHICAGO, IL
(41.79125, -87.665707)"
20-19-420-004-0000,1751,W,69TH,ST,3125,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1751 W 69TH ST
CHICAGO, IL
(41.768507, -87.668299)"
20-20-313-030-0000,6830,S,THROOP,ST,3097,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6830 S THROOP ST
CHICAGO, IL
(41.769542, -87.656667)"
20-18-431-003-0000,6207,S,MARSHFIELD,AVE,3021,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6207 S MARSHFIELD AVE
CHICAGO, IL
(41.780935, -87.665486)"
20-19-406-026-0000,6759,S,PAULINA,ST,3075,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6759 S PAULINA ST
CHICAGO, IL
(41.770478, -87.666403)"
20-20-311-023-0000,6812,S,LOOMIS,,3131,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6812 S LOOMIS
CHICAGO, IL
(41.770062, -87.659116)"
20-18-428-035-0000,1748,W,63RD,ST,3126,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1748 W 63RD ST
CHICAGO, IL
(41.779458, -87.668181)"
20-18-425-025-0000,6220,S,WOLCOTT,AVE,2987,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6220 S WOLCOTT AVE
CHICAGO, IL
(41.780498, -87.671514)"
20-17-114-017-0000,5641,S,THROOP,ST,3119,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5641 S THROOP ST
CHICAGO, IL
(41.791166, -87.65723)"
20-18-222-026-0000,5708,S,MARSHFIELD,,3120,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5708 S MARSHFIELD
CHICAGO, IL
(41.790248, -87.665683)"
