14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-16-415-008-0000,6121,S,STEWART,AVE,1568,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6121 S STEWART AVE
CHICAGO, IL
(41.78286, -87.635117)"
20-17-404-020-0000,5945,S,MORGAN,,3100,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5945 S MORGAN
CHICAGO, IL
(41.786034, -87.649819)"
20-16-219-021-0000,5817,S,LA SALLE,ST,3349,20,ENGLEWOOD,RS-3,Washington Park,"5817 S LA SALLE ST
CHICAGO, IL
(41.78839, -87.629127)"
20-16-100-027-0000,5633,S,HALSTED,ST,6145,20,ENGLEWOOD,C1-2,47th/Halsted,"5633 S HALSTED ST
CHICAGO, IL
(41.791061, -87.645049)"
20-20-407-039-0000,6746,S,HALSTED,ST,3008,6,ENGLEWOOD,B3-2,67th/Wentworth,"6746 S HALSTED ST
CHICAGO, IL
(41.771115, -87.64458)"
20-16-209-013-0000,332,W,58TH,ST,3415,20,ENGLEWOOD,RS-3,NOT IN TIF,"332 W 58TH ST
CHICAGO, IL
(41.788843, -87.63415)"
20-16-315-067-0000,626,W,61ST,PL,3776,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"626 W 61ST PL
CHICAGO, IL
(41.782564, -87.641054)"
20-16-300-007-0000,5915,S,HALSTED,ST,2803,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5915 S HALSTED ST
CHICAGO, IL
(41.786483, -87.645001)"
20-20-407-001-0000,815,W,MARQUETTE,RD,6701,6,ENGLEWOOD,RS-3,NOT IN TIF,"815 W MARQUETTE RD
CHICAGO, IL
(41.772476, -87.645465)"
20-20-225-027-0000,6620,S,ABERDEEN,,3113,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6620 S ABERDEEN
CHICAGO, IL
(41.77382, -87.651932)"
20-16-202-087-0000,5656,S,WELLS,ST,3193,3,ENGLEWOOD,RS-3,NOT IN TIF,"5656 S WELLS ST
CHICAGO, IL
(41.791084, -87.631742)"
20-20-205-030-0000,6358,S,PEORIA,ST,3150,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6358 S PEORIA ST
CHICAGO, IL
(41.778309, -87.647171)"
20-09-415-010-0000,350,W,GARFIELD,BLVD,4227,3,FULLER PARK,M1-2,47th/Halsted,"350 W GARFIELD BLVD
CHICAGO, IL
(41.794502, -87.63498)"
20-21-302-015-0000,6743,S,UNION,AVE,5693,6,ENGLEWOOD,RT-4,67th/Wentworth,"6743 S UNION AVE
CHICAGO, IL
(41.771748, -87.64177)"
20-17-415-038-0000,6058,S,HALSTED,ST,5895,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6058 S HALSTED ST
CHICAGO, IL
(41.783907, -87.64499)"
20-17-414-015-0000,6035,S,PEORIA,ST,3100,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6035 S PEORIA ST
CHICAGO, IL
(41.784088, -87.647313)"
20-21-208-006-0000,6525,S,STEWART,AVE,8409,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6525 S STEWART AVE
CHICAGO, IL
(41.773209, -87.634867)"
20-16-300-003-0000,5901,S,HALSTED,,2803,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5901 S HALSTED
CHICAGO, IL
(41.787057, -87.645034)"
20-16-400-025-0000,312,W,59TH,PL,4574,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"312 W 59TH PL
CHICAGO, IL
(41.786333, -87.633397)"
20-21-400-022-0000,6723,S,STEWART,AVE,7362,6,ENGLEWOOD,RT-4,67th/Wentworth,"6723 S STEWART AVE
CHICAGO, IL
(41.772347, -87.634854)"
20-17-430-010-0000,6225,S,PEORIA,DR,3048,16,ENGLEWOOD,PD 1227,Englewood Mall,"6225 S PEORIA DR
CHICAGO, IL
(41.78061, -87.64724)"
20-17-430-027-0000,6228,S,GREEN,ST,3092,16,ENGLEWOOD,PD 1227,Englewood Mall,"6228 S GREEN ST
CHICAGO, IL
(41.78036, -87.646202)"
20-16-308-033-0000,6044,S,UNION,AVE,2824,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6044 S UNION AVE
CHICAGO, IL
(41.783698, -87.64247)"
20-20-210-043-0000,6456,S,CARPENTER,ST,5817,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6456 S CARPENTER ST
CHICAGO, IL
(41.7762, -87.65078)"
20-16-315-068-0000,622,W,61ST,PL,3800,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"622 W 61ST PL
CHICAGO, IL
(41.782567, -87.640936)"
20-20-223-030-0000,6548,S,HALSTED,ST,2947,20,ENGLEWOOD,B3-2,Englewood Neighborhood,"6548 S HALSTED ST
CHICAGO, IL
(41.774539, -87.644732)"
20-16-114-031-0000,5718,S,LOWE,AVE,3141,20,ENGLEWOOD,RS-3,NOT IN TIF,"5718 S LOWE AVE
CHICAGO, IL
(41.790117, -87.641406)"
20-16-100-070-0000,5652,S,EMERALD,AVE,3044,20,ENGLEWOOD,RS-3,NOT IN TIF,"5652 S EMERALD AVE
CHICAGO, IL
(41.790958, -87.643832)"
20-17-423-061-0000,6116,S,HALSTED,,257,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6116 S HALSTED
CHICAGO, IL
(41.782952, -87.64496)"
20-16-300-080-0000,5932,S,UNION,AVE,3961,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5932 S UNION AVE
CHICAGO, IL
(41.786047, -87.642541)"
20-16-218-031-0000,5744,S,LA SALLE,ST,2125,20,ENGLEWOOD,RS-3,Washington Park,"5744 S LA SALLE ST
CHICAGO, IL
(41.789663, -87.629174)"
20-28-123-013-0000,7449,S,PARNELL,AVE,6669,6,ENGLEWOOD,RS-3,NOT IN TIF,"7449 S PARNELL AVE
CHICAGO, IL
(41.758385, -87.638462)"
20-28-108-017-0000,7247,S,HALSTED,ST,3148,6,ENGLEWOOD,B1-2,67th/Wentworth,"7247 S HALSTED ST
CHICAGO, IL
(41.762055, -87.644345)"
20-17-423-065-0000,807,W,61ST,,710,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"807 W 61ST
CHICAGO, IL
(41.783385, -87.645642)"
20-16-219-020-0000,5815,S,LA SALLE,ST,3011,20,ENGLEWOOD,RS-3,Washington Park,"5815 S LA SALLE ST
CHICAGO, IL
(41.788465, -87.62913)"
20-17-123-027-0000,5704,S,RACINE,AVE,3112,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5704 S RACINE AVE
CHICAGO, IL
(41.790326, -87.654775)"
20-21-300-017-0000,6745,S,HALSTED,ST,3141,6,ENGLEWOOD,B1-2,67th/Wentworth,"6745 S HALSTED ST
CHICAGO, IL
(41.771203, -87.644583)"
20-28-106-020-0000,7114,S,EGGLESTON,AVE,3132,6,ENGLEWOOD,RT-4,67th/Wentworth,"7114 S EGGLESTON AVE
CHICAGO, IL
(41.764782, -87.635882)"
20-16-300-018-0000,5949,S,HALSTED,ST,3126,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5949 S HALSTED ST
CHICAGO, IL
(41.785477, -87.644901)"
20-16-209-014-0000,330,W,58TH,ST,3415,20,ENGLEWOOD,RS-3,NOT IN TIF,"330 W 58TH ST
CHICAGO, IL
(41.788856, -87.633777)"
20-16-205-008-0000,5547,S,LA SALLE,ST,3150,3,ENGLEWOOD,RS-3,Washington Park,"5547 S LA SALLE ST
CHICAGO, IL
(41.792868, -87.62927)"
20-17-431-001-0000,6201,S,GREEN,ST,5912,16,ENGLEWOOD,PD1227/C1-2,Englewood Mall,"6201 S GREEN ST
CHICAGO, IL
(41.781396, -87.646259)"
20-21-304-042-0000,6716,S,NORMAL,BLVD,6649,6,ENGLEWOOD,RT-4,67th/Wentworth,"6716 S NORMAL BLVD
CHICAGO, IL
(41.772113, -87.637336)"
20-17-218-038-0000,5736,S,CARPENTER,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5736 S CARPENTER ST
CHICAGO, IL
(41.789493, -87.651076)"
20-16-205-014-0000,5613,S,LA SALLE,ST,15331,3,ENGLEWOOD,M1-1,Washington Park,"5613 S LA SALLE ST
CHICAGO, IL
(41.792387, -87.629248)"
20-16-112-009-0000,5725,S,HALSTED,ST,5127,20,ENGLEWOOD,C1-2,47th/Halsted,"5725 S HALSTED ST
CHICAGO, IL
(41.790234, -87.645034)"
20-16-318-018-0000,713,W,61ST,PL,3157,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"713 W 61ST PL
CHICAGO, IL
(41.782525, -87.64249)"
20-16-302-014-0000,5938,S,WALLACE,ST,3006,20,ENGLEWOOD,M1-2,Englewood Neighborhood,"5938 S WALLACE ST
CHICAGO, IL
(41.785932, -87.640072)"
20-17-315-041-0000,6052,S,RACINE,,3655,16,WEST ENGLEWOOD,B3-1,NOT IN TIF,"6052 S RACINE
CHICAGO, IL
(41.784108, -87.654643)"
20-21-114-041-0000,6457,S,EGGLESTON,AVE,1326,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6457 S EGGLESTON AVE
CHICAGO, IL
(41.776268, -87.636211)"
20-17-429-026-0000,6224,S,PEORIA,DR,3150,16,ENGLEWOOD,PD 1227,Englewood Mall,"6224 S PEORIA DR
CHICAGO, IL
(41.78061, -87.64724)"
20-21-300-018-0000,6745,S,HALSTED,ST,3143,6,ENGLEWOOD,B1-2,67th/Wentworth,"6745 S HALSTED ST
CHICAGO, IL
(41.771203, -87.644583)"
20-20-107-007-0000,1201,W,63RD,ST,8192,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood,"1201 W 63RD ST
CHICAGO, IL
(41.779617, -87.654709)"
20-16-302-017-0000,5944,S,WALLACE,ST,3461,20,ENGLEWOOD,M1-2,Englewood Neighborhood,"5944 S WALLACE ST
CHICAGO, IL
(41.785627, -87.640063)"
20-17-405-041-0000,5946,S,PEORIA,ST,3162,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5946 S PEORIA ST
CHICAGO, IL
(41.785647, -87.647371)"
20-17-407-028-0000,5938,S,HALSTED,ST,2949,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5938 S HALSTED ST
CHICAGO, IL
(41.785832, -87.645046)"
20-20-205-031-0000,6358,S,PEORIA,ST,7029,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6358 S PEORIA ST
CHICAGO, IL
(41.778309, -87.647171)"
20-20-212-003-0000,6409,S,MORGAN,ST,3103,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6409 S MORGAN ST
CHICAGO, IL
(41.777575, -87.649601)"
20-21-308-028-0000,622,W,69TH,ST,9335,6,ENGLEWOOD,B3-2/RT-4,67th/Wentworth,"622 W 69TH ST
CHICAGO, IL
(41.768907, -87.640737)"
20-21-126-035-0000,6646,S,PARNELL,AVE,6783,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6646 S PARNELL AVE
CHICAGO, IL
(41.773182, -87.638778)"
20-21-414-030-0000,214,W,70TH,ST,2023,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"214 W 70TH ST
CHICAGO, IL
(41.767251, -87.629995)"
20-17-407-026-0000,5926,S,HALSTED,ST,11792,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5926 S HALSTED ST
CHICAGO, IL
(41.785974, -87.645051)"
20-17-207-004-0000,5523,S,GREEN,ST,3037,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5523 S GREEN ST
CHICAGO, IL
(41.793613, -87.646345)"
20-17-417-022-0000,6149,S,MAY,ST,7463,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6149 S MAY ST
CHICAGO, IL
(41.781779, -87.653366)"
20-17-229-031-0000,916,W,59TH,ST,6168,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"916 W 59TH ST
CHICAGO, IL
(41.786994, -87.648218)"
20-16-101-061-0000,5626,S,UNION,AVE,3149,20,ENGLEWOOD,RS-3,NOT IN TIF,"5626 S UNION AVE
CHICAGO, IL
(41.791701, -87.642657)"
20-16-309-020-0000,6020,S,WALLACE,ST,3698,,ENGLEWOOD,RS-3,Englewood Neighborhood,"6020 S WALLACE ST
CHICAGO, IL
(41.784279, -87.64001)"
20-17-431-004-0000,6213,S,GREEN,ST,3027,16,ENGLEWOOD,PD1227/C1-2,Englewood Mall,"6213 S GREEN ST
CHICAGO, IL
(41.781268, -87.646252)"
20-16-307-025-0000,722,W,60TH,PL,3165,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"722 W 60TH PL
CHICAGO, IL
(41.784221, -87.64339)"
20-16-314-011-0000,423,W,60TH,PL,2992,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"423 W 60TH PL
CHICAGO, IL
(41.784418, -87.636053)"
20-17-415-035-0000,6039,S,GREEN,ST,2146,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6039 S GREEN ST
CHICAGO, IL
(41.784016, -87.646115)"
20-29-216-006-0000,7317,S,RACINE,AVE,3113,17,ENGLEWOOD,B1-1,NOT IN TIF,"7317 S RACINE AVE
CHICAGO, IL
(41.760888, -87.654016)"
20-20-225-043-0000,1100,W,MARQUETTE,RD,10309,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1100 W MARQUETTE RD
CHICAGO, IL
(41.772386, -87.651914)"
20-16-309-017-0000,611,W,60TH,ST,4355,,ENGLEWOOD,RS-3,Englewood Neighborhood,"611 W 60TH ST
CHICAGO, IL
(41.784673, -87.64058)"
20-17-429-032-0000,6236,S,PEORIA,ST,3158,16,ENGLEWOOD,PD 1227,Englewood Mall,"6236 S PEORIA ST
CHICAGO, IL
(41.780373, -87.647229)"
20-29-216-011-0000,7329,S,RACINE,AVE,3102,17,ENGLEWOOD,B1-1,NOT IN TIF,"7329 S RACINE AVE
CHICAGO, IL
(41.760527, -87.654009)"
20-21-117-023-0000,652,W,66TH,ST,82155,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"652 W 66TH ST
CHICAGO, IL
(41.774347, -87.641746)"
20-16-102-081-0000,5640,S,LOWE,AVE,3135,20,ENGLEWOOD,RS-3,NOT IN TIF,"5640 S LOWE AVE
CHICAGO, IL
(41.791293, -87.641422)"
20-20-410-004-0000,6807,S,ABERDEEN,ST,3115,16,ENGLEWOOD,RS-3,NOT IN TIF,"6807 S ABERDEEN ST
CHICAGO, IL
(41.770225, -87.651839)"
20-21-114-037-0000,6435,S,EGGLESTON,AVE,3189,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6435 S EGGLESTON AVE
CHICAGO, IL
(41.777423, -87.636242)"
20-17-200-020-0000,5545,S,RACINE,AVE,3122,16,ENGLEWOOD,B3-2,Englewood Neighborhood,"5545 S RACINE AVE
CHICAGO, IL
(41.79251, -87.654821)"
20-20-210-018-0000,6453,S,ABERDEEN,ST,3111,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6453 S ABERDEEN ST
CHICAGO, IL
(41.776241, -87.65198)"
20-17-406-032-0000,5922,S,GREEN,ST,3117,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5922 S GREEN ST
CHICAGO, IL
(41.786276, -87.646187)"
20-28-106-001-0000,7101,S,NORMAL,BLVD,12525,6,ENGLEWOOD,RT-4,67th/Wentworth,"7101 S NORMAL BLVD
CHICAGO, IL
(41.765104, -87.637105)"
20-16-315-005-0000,741,W,61ST,ST,2421,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"741 W 61ST ST
CHICAGO, IL
(41.783405, -87.644248)"
20-17-429-016-0000,6245,S,SANGAMON,ST,3114,16,ENGLEWOOD,PD 1227,Englewood Mall,"6245 S SANGAMON ST
CHICAGO, IL
(41.780697, -87.648296)"
20-20-315-027-0000,6818,S,RACINE,AVE,3100,17,WEST ENGLEWOOD,B1-1,NOT IN TIF,"6818 S RACINE AVE
CHICAGO, IL
(41.769901, -87.654257)"
20-28-102-017-0000,7151,S,UNION,AVE,5151,6,ENGLEWOOD,RS-3,67th/Wentworth,"7151 S UNION AVE
CHICAGO, IL
(41.763743, -87.641523)"
20-16-113-007-0000,5715,S,EMERALD,AVE,2989,20,ENGLEWOOD,RS-3,NOT IN TIF,"5715 S EMERALD AVE
CHICAGO, IL
(41.790097, -87.643824)"
20-16-300-076-0000,5920,S,UNION,AVE,3150,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5920 S UNION AVE
CHICAGO, IL
(41.786338, -87.642544)"
20-16-311-007-0000,521,W,60TH,ST,3892,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"521 W 60TH ST
CHICAGO, IL
(41.785262, -87.638592)"
20-17-218-014-0000,5731,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5731 S ABERDEEN ST
CHICAGO, IL
(41.789542, -87.652338)"
20-17-430-007-0000,6219,S,PEORIA,ST,3048,16,ENGLEWOOD,PD 1227,Englewood Mall,"6219 S PEORIA ST
CHICAGO, IL
(41.780728, -87.647247)"
20-16-422-015-0000,244,W,63RD,ST,4585,20,ENGLEWOOD,M1-2,NOT IN TIF,"244 W 63RD ST
CHICAGO, IL
(41.779992, -87.632567)"
20-17-409-007-0000,6019,S,MAY,,3101,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6019 S MAY
CHICAGO, IL
(41.784761, -87.65342)"
20-17-226-034-0000,1052,W,59TH,ST,3129,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1052 W 59TH ST
CHICAGO, IL
(41.786948, -87.651868)"
20-28-209-009-0000,7223,S,HARVARD,AVE,6340,6,GREATER GRAND CROSSING,RM-5,NOT IN TIF,"7223 S HARVARD AVE
CHICAGO, IL
(41.763148, -87.633385)"
20-29-401-003-0000,7507,S,MAY,,3611,17,AUBURN GRESHAM,RS-3,NOT IN TIF,"7507 S MAY
CHICAGO, IL
(41.757511, -87.652725)"
20-20-423-019-0000,6914,S,HALSTED,ST,10694,6,ENGLEWOOD,C1-2,67th/Wentworth,"6914 S HALSTED ST
CHICAGO, IL
(41.768203, -87.644484)"
20-16-300-082-0000,5940,S,UNION,AVE,3972,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5940 S UNION AVE
CHICAGO, IL
(41.785807, -87.642538)"
20-29-212-018-0000,7243,S,MORGAN,,3108,6,ENGLEWOOD,RS-3,NOT IN TIF,"7243 S MORGAN
CHICAGO, IL
(41.762453, -87.649205)"
20-16-300-017-0000,5945,S,HALSTED,ST,2889,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5945 S HALSTED ST
CHICAGO, IL
(41.785532, -87.644903)"
20-21-204-029-0000,6405,S,STEWART,AVE,3989,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6405 S STEWART AVE
CHICAGO, IL
(41.777909, -87.634988)"
20-17-423-062-0000,6114,S,HALSTED,,1403,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6114 S HALSTED
CHICAGO, IL
(41.783037, -87.644962)"
20-16-415-012-0000,6129,S,STEWART,AVE,1601,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6129 S STEWART AVE
CHICAGO, IL
(41.78258, -87.635109)"
20-21-325-017-0000,7050,W,PARNELL,,4167,6,ENGLEWOOD,RT-4,67th/Wentworth,"7050 W PARNELL
CHICAGO, IL
(41.766192, -87.638392)"
20-20-408-026-0000,6816,S,MAY,ST,3127,16,ENGLEWOOD,RS-3,NOT IN TIF,"6816 S MAY ST
CHICAGO, IL
(41.769993, -87.653046)"
20-17-410-008-0000,6027,S,ABERDEEN,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6027 S ABERDEEN ST
CHICAGO, IL
(41.784626, -87.652222)"
20-16-219-024-0000,5823,S,LA SALLE,ST,3349,20,ENGLEWOOD,RS-3,Washington Park,"5823 S LA SALLE ST
CHICAGO, IL
(41.788231, -87.629121)"
20-16-205-013-0000,5609,S,LA SALLE,ST,3023,3,ENGLEWOOD,RS-3,Washington Park,"5609 S LA SALLE ST
CHICAGO, IL
(41.79245, -87.629251)"
20-21-129-009-0000,425,W,66TH,ST,5837,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"425 W 66TH ST
CHICAGO, IL
(41.774396, -87.635873)"
20-16-200-011-0000,5563,S,STEWART,AVE,4651,3,ENGLEWOOD,RS-3,NOT IN TIF,"5563 S STEWART AVE
CHICAGO, IL
(41.792378, -87.63556)"
20-17-401-011-0000,1101,W,59,ST,2984,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1101 W 59 ST
CHICAGO, IL
(41.786939, -87.652286)"
20-16-313-023-0000,542,W,61ST,ST,4540,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"542 W 61ST ST
CHICAGO, IL
(41.783496, -87.63922)"
20-20-211-001-0000,6401,S,CARPENTER,ST,3140,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6401 S CARPENTER ST
CHICAGO, IL
(41.77768, -87.650812)"
20-16-219-005-0000,5749,S,LA SALLE,ST,3038,20,ENGLEWOOD,RS-3,Washington Park,"5749 S LA SALLE ST
CHICAGO, IL
(41.789537, -87.62917)"
20-21-125-005-0000,659,W,66,ST,4338,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"659 W 66 ST
CHICAGO, IL
(41.774349, -87.641635)"
20-16-204-030-0000,5649,S,WENTWORTH,AVE,3173,3,ENGLEWOOD,B3-1,Washington Park,"5649 S WENTWORTH AVE
CHICAGO, IL
(41.791248, -87.630412)"
20-16-319-020-0000,544,W,62ND,ST,4239,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"544 W 62ND ST
CHICAGO, IL
(41.781681, -87.639334)"
20-17-307-037-0000,5942,S,RACINE,AVE,3110,16,WEST ENGLEWOOD,C1-1,NOT IN TIF,"5942 S RACINE AVE
CHICAGO, IL
(41.785621, -87.654679)"
20-17-226-027-0000,5832,S,CARPENTER,ST,3118,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5832 S CARPENTER ST
CHICAGO, IL
(41.78762, -87.651031)"
20-20-204-030-0000,6332,S,SANGAMON,ST,4676,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6332 S SANGAMON ST
CHICAGO, IL
(41.778717, -87.648399)"
20-16-313-010-0000,535,W,60TH,PL,4514,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"535 W 60TH PL
CHICAGO, IL
(41.784375, -87.638877)"
20-17-423-053-0000,806,W,61ST,,663,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"806 W 61ST
CHICAGO, IL
(41.783385, -87.645653)"
20-16-302-031-0000,600,W,60TH,ST,2480,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"600 W 60TH ST
CHICAGO, IL
(41.78468, -87.640252)"
20-16-218-050-0000,5830,S,LA SALLE,ST,3374,20,ENGLEWOOD,RS-3,Washington Park,"5830 S LA SALLE ST
CHICAGO, IL
(41.788169, -87.629119)"
20-28-200-013-0000,7138,S,HARVARD,AVE,4998,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7138 S HARVARD AVE
CHICAGO, IL
(41.764187, -87.633407)"
20-17-212-008-0000,5621,S,MORGAN,ST,3138,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5621 S MORGAN ST
CHICAGO, IL
(41.791788, -87.649947)"
20-21-100-014-0000,704,W,63RD,ST,1601,20,ENGLEWOOD,PD 74,Englewood Neighborhood,"704 W 63RD ST
CHICAGO, IL
(41.779812, -87.642581)"
20-28-223-013-0000,7349,S,STEWART,AVE,5021,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7349 S STEWART AVE
CHICAGO, IL
(41.760282, -87.634559)"
20-16-318-083-0000,6141,S,HALSTED,ST,6140,16,ENGLEWOOD,B2-2/C1-2,Englewood Neighborhood,"6141 S HALSTED ST
CHICAGO, IL
(41.781935, -87.644814)"
20-21-306-025-0000,6824,S,EMERALD,AVE,14444,6,ENGLEWOOD,RT-4,67th/Wentworth,"6824 S EMERALD AVE
CHICAGO, IL
(41.770202, -87.643209)"
20-21-120-008-0000,6549,S,PARNELL,AVE,3144,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6549 S PARNELL AVE
CHICAGO, IL
(41.774486, -87.638785)"
20-17-421-044-0000,6122,S,PEORIA,ST,1863,16,ENGLEWOOD,PD 74,Englewood Neighborhood,"6122 S PEORIA ST
CHICAGO, IL
(41.782521, -87.647301)"
20-17-418-008-0000,1039,W,61ST,ST,2964,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1039 W 61ST ST
CHICAGO, IL
(41.783307, -87.651419)"
20-21-324-029-0000,7024,S,WALLACE,ST,3109,6,ENGLEWOOD,RS-3,67th/Wentworth,"7024 S WALLACE ST
CHICAGO, IL
(41.766186, -87.640149)"
20-08-430-028-0000,818,W,GARFIELD,BLVD,6118,20,NEW CITY,B3-2,47th/Halsted,"818 W GARFIELD BLVD
CHICAGO, IL
(41.794328, -87.645924)"
20-17-423-038-0000,6156,S,HALSTED,,6175,16,ENGLEWOOD,PD1227/C1-2,Englewood Mall,"6156 S HALSTED
CHICAGO, IL
(41.781834, -87.644933)"
20-20-201-009-0000,1101,W,63RD,ST,7114,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"1101 W 63RD ST
CHICAGO, IL
(41.779648, -87.65231)"
20-21-308-010-0000,6839,S,UNION,AVE,4003,6,ENGLEWOOD,RT-4,67th/Wentworth,"6839 S UNION AVE
CHICAGO, IL
(41.769518, -87.641707)"
20-16-304-021-0000,520,W,60TH,ST,5405,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"520 W 60TH ST
CHICAGO, IL
(41.785266, -87.638454)"
20-21-306-035-0000,750,W,69TH,ST,2156,6,ENGLEWOOD,B3-2,67th/Wentworth,"750 W 69TH ST
CHICAGO, IL
(41.768862, -87.643438)"
20-17-231-017-0000,822,W,59TH,ST,6297,16,ENGLEWOOD,C1-1,Englewood Neighborhood,"822 W 59TH ST
CHICAGO, IL
(41.787045, -87.646051)"
20-28-100-013-0000,7139,S,HALSTED,ST,3162,6,ENGLEWOOD,B1-2,67th/Wentworth,"7139 S HALSTED ST
CHICAGO, IL
(41.764001, -87.644395)"
20-20-416-034-0000,6956,S,MAY,ST,5950,6,ENGLEWOOD,RS-3,NOT IN TIF,"6956 S MAY ST
CHICAGO, IL
(41.767089, -87.652938)"
20-21-306-037-0000,744,W,69TH,ST,5912,6,ENGLEWOOD,B3-2,67th/Wentworth,"744 W 69TH ST
CHICAGO, IL
(41.76886, -87.643594)"
20-16-209-011-0000,336,W,58TH,ST,3412,20,ENGLEWOOD,RS-3,NOT IN TIF,"336 W 58TH ST
CHICAGO, IL
(41.788841, -87.634315)"
20-16-318-016-0000,719,W,61ST,PL,3155,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"719 W 61ST PL
CHICAGO, IL
(41.782523, -87.642577)"
20-21-325-006-0000,7022,S,PARNELL,AVE,2001,6,ENGLEWOOD,RT-4,67th/Wentworth,"7022 S PARNELL AVE
CHICAGO, IL
(41.766397, -87.638397)"
20-16-114-030-0000,5716,S,LOWE,AVE,3484,20,ENGLEWOOD,RS-3,NOT IN TIF,"5716 S LOWE AVE
CHICAGO, IL
(41.79019, -87.641408)"
20-16-300-066-0000,5933,S,EMERALD,AVE,3840,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5933 S EMERALD AVE
CHICAGO, IL
(41.786029, -87.643757)"
20-21-327-004-0000,7015,S,NORMAL,BLVD,3170,6,ENGLEWOOD,RT-4,67th/Wentworth,"7015 S NORMAL BLVD
CHICAGO, IL
(41.766673, -87.637198)"
20-20-406-020-0000,6751,S,PEORIA,ST,3125,6,ENGLEWOOD,RS-3,NOT IN TIF,"6751 S PEORIA ST
CHICAGO, IL
(41.770929, -87.646997)"
